protein,logFC,AveExpr,t,P.Value,fdr,comparison
itga5,-0.0767156613464244,0.00166609101862102,-1.77431799823859,0.0760169129243987,0.967778100000697,hla_interaction_pre
ruvbl1,-0.352669687496867,0.256110521391071,-1.77006744575295,0.0767222631534273,0.967778100000697,hla_interaction_pre
penk,-0.0866819470276015,0.0169292883950754,-1.76836392936705,0.0770064437452552,0.967778100000697,hla_interaction_pre
ccl4,-0.216748162705401,0.0509156724665993,-1.76794092038109,0.0770771429086432,0.967778100000697,hla_interaction_pre
prkar2a,0.109509122653863,-0.052906740117192,1.76780520845997,0.0770998361832112,0.967778100000697,hla_interaction_pre
pacs2,0.10901180447027,0.0185200807690847,1.76733394492074,0.0771786815174342,0.967778100000697,hla_interaction_pre
tnfrsf8,0.148731693321558,0.0368683957257058,1.76653291403673,0.0773128497383413,0.967778100000697,hla_interaction_pre
casp2,0.116160837958989,0.00113350684181097,1.76606445717257,0.0773914016873198,0.967778100000697,hla_interaction_pre
sftpa2,-0.180388080785915,0.0646185024466778,-1.76191641098371,0.0780897964935578,0.967778100000697,hla_interaction_pre
lilra5,-0.106807358968769,-0.00372454994064906,-1.75801495259091,0.0787513485021024,0.967778100000697,hla_interaction_pre
cd274,0.100458130305397,0.0124787761871481,1.75780365342514,0.078787307287315,0.967778100000697,hla_interaction_pre
prkab1,0.129771741881428,0.038412357251338,1.75723312151693,0.0788844668556229,0.967778100000697,hla_interaction_pre
sgsh,0.161283850176655,0.0164420441980605,1.75226333427313,0.0797349329472676,0.967778100000697,hla_interaction_pre
mmp15,0.14927790705454,0.0825725051522275,1.75186185843527,0.0798039605355927,0.967778100000697,hla_interaction_pre
ncr1,0.1218604263008,0.00329440459821556,1.750566373706,0.0800270304886479,0.967778100000697,hla_interaction_pre
mfap3,0.166579210414456,0.0432305478000675,1.75031954632364,0.0800695891929565,0.967778100000697,hla_interaction_pre
