protein,logFC,AveExpr,t,P.Value,fdr,B,sig_tier,bonferroni_sig,bonferroni_threshold
lgals3,0.0100888017651597,-0.0167483878429307,0.684964754172574,0.493396757683018,0.815665153405313,-6.24460526793658,NS,FALSE,1.71762281003092e-05
serpinb8,-0.0168515314146969,-0.0228645832470787,-0.684905809136549,0.493433952265301,0.815665153405313,-6.24464470279662,NS,FALSE,1.71762281003092e-05
phldb1,-0.0139637286381504,-0.0231408575971205,-0.684892070938102,0.493442621345982,0.815665153405313,-6.24465389331033,NS,FALSE,1.71762281003092e-05
nectin4,0.00971821837812159,-0.00546980480353778,0.684887255184843,0.493445660202859,0.815665153405313,-6.24465711488622,NS,FALSE,1.71762281003092e-05
atf4,-0.00983314975642702,0.00230692174468278,-0.684785140406121,0.493510099459743,0.815665153405313,-6.24472542088475,NS,FALSE,1.71762281003092e-05
fcn1,-0.0183404877791636,-0.0453039318854123,-0.684461775623078,0.493714187667524,0.815665153405313,-6.24494165691374,NS,FALSE,1.71762281003092e-05
caly,0.0119513426812268,0.0202816619564834,0.684002717924912,0.494003994594844,0.815681014331021,-6.24524845625287,NS,FALSE,1.71762281003092e-05
ceacam20,-0.0137658863110672,0.0407388536664082,-0.682682688188876,0.494837847369043,0.816594656287576,-6.24612951727178,NS,FALSE,1.71762281003092e-05
clta,0.0141241425989598,0.0259742049581982,0.681833143924467,0.495374895732255,0.81701774587909,-6.24669565022243,NS,FALSE,1.71762281003092e-05
eif4ebp1,0.0184012180583251,-0.0276780747167698,0.679816717599895,0.496650846459702,0.818658331848354,-6.24803656696897,NS,FALSE,1.71762281003092e-05
htra2,-0.0111071997148975,-0.00897069018447573,-0.679039549382229,0.497143089101261,0.819005960596361,-6.24855232111242,NS,FALSE,1.71762281003092e-05
dgka,-0.00860180419271996,0.01619406684662,-0.677437433499838,0.498158656770315,0.81964751973183,-6.2496136760995,NS,FALSE,1.71762281003092e-05
ceacam21,0.0308398071000459,0.287050808757911,0.67741111421597,0.498175349553289,0.81964751973183,-6.24963109092973,NS,FALSE,1.71762281003092e-05
aoc3,0.010713061714851,-0.00790183918273264,0.677092852784861,0.498377227731137,0.81964751973183,-6.24984162322137,NS,FALSE,1.71762281003092e-05
hnrnpk,0.0147727539149196,0.0120200096089149,0.676646206507561,0.498660615793877,0.819650509641997,-6.25013691621858,NS,FALSE,1.71762281003092e-05
bank1,0.0197904817441417,-0.151495579503335,0.675157904393823,0.499605531653589,0.819914764445399,-6.25111947703957,NS,FALSE,1.71762281003092e-05
sart1,-0.00914728217716157,0.0181846299116115,-0.674737504282411,0.499872613798021,0.819914764445399,-6.25139662879562,NS,FALSE,1.71762281003092e-05
hsdl2,-0.0123595735881563,-0.0108976104711952,-0.674222548198985,0.50019987105044,0.819914764445399,-6.25173588205436,NS,FALSE,1.71762281003092e-05
pde5a,0.0133389895649269,-0.127897319629844,0.674108739496358,0.500272212405569,0.819914764445399,-6.25181082432816,NS,FALSE,1.71762281003092e-05
itpr1,0.0190557765678114,0.0658423643195834,0.674088667082193,0.500284971809232,0.819914764445399,-6.25182404056747,NS,FALSE,1.71762281003092e-05
ctnna1,-0.01004437899501,0.0390688282956881,-0.673430671631427,0.500703334449056,0.819914764445399,-6.25225706532474,NS,FALSE,1.71762281003092e-05
was,-0.0204186100882951,0.0311460866073581,-0.672508726793596,0.50128983169696,0.819914764445399,-6.25286308310117,NS,FALSE,1.71762281003092e-05
p4hb,-0.00817456495080484,-0.0227006845358297,-0.671524308341497,0.501916473267012,0.819914764445399,-6.25350925001799,NS,FALSE,1.71762281003092e-05
gapdh,-0.00791647406839011,-0.0690325469401498,-0.67136913434816,0.502015288669963,0.819914764445399,-6.2536110190369,NS,FALSE,1.71762281003092e-05
nme1,0.00670288541192097,0.00351713155213083,0.671285030663718,0.502068850526181,0.819914764445399,-6.25366616761125,NS,FALSE,1.71762281003092e-05
psmg4,-0.0162751970367541,0.0402940468541098,-0.671199851641992,0.502123100299006,0.819914764445399,-6.25372201426757,NS,FALSE,1.71762281003092e-05
tmprss11d,-0.0116335381358275,0.0526457651441693,-0.671077054812314,0.502201313983561,0.819914764445399,-6.25380251214039,NS,FALSE,1.71762281003092e-05
pgd,-0.0109287043183303,-0.0219061834849608,-0.670406774444157,0.502628353086429,0.820070977131618,-6.25424164619508,NS,FALSE,1.71762281003092e-05
muc2,-0.0281219264945053,-0.00306263669134011,-0.670042642407381,0.502860423971123,0.820070977131618,-6.25448002330888,NS,FALSE,1.71762281003092e-05
psg1,0.0406240653651806,-0.194073361020849,0.667326912514342,0.504593014897732,0.821977038970579,-6.25625377743115,NS,FALSE,1.71762281003092e-05
psme1,-0.00987785811637582,-0.031680765331581,-0.667113696769118,0.504729176194975,0.821977038970579,-6.25639273240663,NS,FALSE,1.71762281003092e-05
ppm1f,0.00653875510213969,-0.014869727728536,0.666883329292644,0.504876312497216,0.821977038970579,-6.25654281545138,NS,FALSE,1.71762281003092e-05
pik3ap1,0.0186353477004133,-0.0149651428202859,0.665306398860064,0.505884108883121,0.822455700301069,-6.2575687846534,NS,FALSE,1.71762281003092e-05
tyro3,0.00943953908839834,-0.00850081190578561,0.665240857298303,0.505926018580034,0.822455700301069,-6.25761137418713,NS,FALSE,1.71762281003092e-05
siglec9,0.010437735058266,-0.0148471451910898,0.664462556334931,0.506423832658035,0.822455700301069,-6.25811680091274,NS,FALSE,1.71762281003092e-05
fam13a,-0.0128372620065964,0.0400940831183815,-0.664314820870547,0.506518355774928,0.822455700301069,-6.2582126731564,NS,FALSE,1.71762281003092e-05
dbi,-0.0121438847897408,-0.0254286441034533,-0.66412668736142,0.506638739529291,0.822455700301069,-6.25833473066907,NS,FALSE,1.71762281003092e-05
nenf,-0.032643022634995,0.359515496185987,-0.663428059413025,0.507085912505408,0.822455700301069,-6.25878768494964,NS,FALSE,1.71762281003092e-05
chac2,0.0161810377254446,0.00831840013992111,0.662423462490565,0.507729291385084,0.822455700301069,-6.25943817821433,NS,FALSE,1.71762281003092e-05
cd101,0.0128413491104981,-0.0484231247765707,0.662073871894436,0.507953281868821,0.822455700301069,-6.25966431279357,NS,FALSE,1.71762281003092e-05
gchfr,0.0121846555322379,-0.00282061153841629,0.661945619651223,0.508035468940795,0.822455700301069,-6.25974724353012,NS,FALSE,1.71762281003092e-05
vcam1,0.00851313261082179,-0.00482595297950789,0.661749789267457,0.508160975146615,0.822455700301069,-6.25987384079704,NS,FALSE,1.71762281003092e-05
tspan7,-0.027079910758293,0.223839884874402,-0.661566922349173,0.508278187853529,0.822455700301069,-6.25999202383617,NS,FALSE,1.71762281003092e-05
cdhr2,0.0249011286563754,-0.340607782419156,0.660980139552829,0.508654395379972,0.822607191639498,-6.26037102868405,NS,FALSE,1.71762281003092e-05
capg,0.0190527383702533,-0.0532589624698796,0.65944790633404,0.509637453120589,0.823233732221254,-6.26135911751635,NS,FALSE,1.71762281003092e-05
ece1,-0.0124000223800026,-0.0214686876099936,-0.659235783806046,0.509773626090839,0.823233732221254,-6.2614957279603,NS,FALSE,1.71762281003092e-05
bcat1,-0.00781460948629872,-0.00666412678676158,-0.659054190006427,0.50989021614391,0.823233732221254,-6.26161264248324,NS,FALSE,1.71762281003092e-05
cep152,0.011939785676804,0.00612281435629543,0.656835932392948,0.511315546826023,0.825077359651083,-6.26303821147648,NS,FALSE,1.71762281003092e-05
sap18,-0.0215095179664943,0.0961130822449121,-0.655902077257343,0.51191621284194,0.825168168603016,-6.26363691853967,NS,FALSE,1.71762281003092e-05
cuzd1,-0.0105267059438565,0.0377437185250213,-0.655867043882209,0.511938753863637,0.825168168603016,-6.26365936233256,NS,FALSE,1.71762281003092e-05
mnat1,0.0124622647497024,0.027473757936684,0.655329419797426,0.512284734570685,0.825268877883377,-6.26400363566433,NS,FALSE,1.71762281003092e-05
edn1,0.00838217882881279,-0.0124168468404203,0.653182850423356,0.51366734499201,0.827038518402511,-6.26537540084757,NS,FALSE,1.71762281003092e-05
prkra,0.0148943807820007,-0.0289201244545574,0.652172267950573,0.514318935487252,0.827043964564722,-6.26601965564648,NS,FALSE,1.71762281003092e-05
myl6b,0.0259381587381958,0.228427212548202,0.651704226628485,0.514620858801599,0.827043964564722,-6.26631769798423,NS,FALSE,1.71762281003092e-05
apoc1,-0.0111487206030506,0.0109499781413551,-0.651421228539797,0.514803459426706,0.827043964564722,-6.26649780352762,NS,FALSE,1.71762281003092e-05
lcat,-0.00691821661871623,-0.0156948544306694,-0.650525049961776,0.515381928422941,0.827043964564722,-6.26706763316936,NS,FALSE,1.71762281003092e-05
aamdc,-0.0109012602636106,-0.00555762668998173,-0.650253294103054,0.515557409177117,0.827043964564722,-6.26724027248024,NS,FALSE,1.71762281003092e-05
gp1ba,0.0086965039558605,-0.00851698216124924,0.649448801420827,0.516077075557737,0.827043964564722,-6.26775092262199,NS,FALSE,1.71762281003092e-05
casp3,0.00912005065375685,-0.0755244455745981,0.648437857965028,0.516730485015833,0.827043964564722,-6.26839172080914,NS,FALSE,1.71762281003092e-05
ifnar1,0.0077040437740121,0.021547495121203,0.64831071293408,0.516812693809698,0.827043964564722,-6.26847224249794,NS,FALSE,1.71762281003092e-05
ern1,-0.0110340213415193,0.00523531119508106,-0.648146321225406,0.516918995419208,0.827043964564722,-6.26857632932172,NS,FALSE,1.71762281003092e-05
prelp,-0.00752789113712921,-0.0416792744191294,-0.648113634972408,0.516940132879792,0.827043964564722,-6.26859702191771,NS,FALSE,1.71762281003092e-05
cptp,0.0111284686833367,0.0597108258636912,0.647260667778938,0.517491885762584,0.827043964564722,-6.26913663862148,NS,FALSE,1.71762281003092e-05
arhgap25,-0.0153784965011272,0.0164264604978166,-0.646511251657825,0.517976906789353,0.827043964564722,-6.26961015894261,NS,FALSE,1.71762281003092e-05
stxbp1,0.0121814170564964,-0.0650461432801358,0.645613101543092,0.518558497918817,0.827043964564722,-6.27017693461647,NS,FALSE,1.71762281003092e-05
pecam1,0.00797467930428782,-0.0149956778241588,0.64472930010356,0.519131126994511,0.827043964564722,-6.27073388656999,NS,FALSE,1.71762281003092e-05
foxo3,0.0260866052778473,0.0618882560462039,0.643305161639925,0.52005453572697,0.827043964564722,-6.27162974190626,NS,FALSE,1.71762281003092e-05
casp2,0.0112239282481379,-0.0103272221978563,0.643200819585529,0.52012222421539,0.827043964564722,-6.27169530047521,NS,FALSE,1.71762281003092e-05
rgcc,-0.0118199382848223,-0.0525597672765684,-0.64320004025006,0.52012272980083,0.827043964564722,-6.27169579009502,NS,FALSE,1.71762281003092e-05
gatd3,0.0152527425098333,0.00652912600972585,0.642879618374881,0.520330621493368,0.827043964564722,-6.27189704585605,NS,FALSE,1.71762281003092e-05
yju2,0.00724413582801464,-0.00894765107164335,0.64286899928375,0.520337511958672,0.827043964564722,-6.27190371394993,NS,FALSE,1.71762281003092e-05
c7,0.00949918844867087,-0.0202894686582526,0.64280722919111,0.520377593975065,0.827043964564722,-6.27194249934169,NS,FALSE,1.71762281003092e-05
bpifb1,-0.0221366946656394,0.0712495078647685,-0.642665422953671,0.52046961669396,0.827043964564722,-6.27203152526803,NS,FALSE,1.71762281003092e-05
igfbp6,-0.00862848547686221,-0.0640444845378264,-0.642111460105983,0.52082918173036,0.827043964564722,-6.27237911482397,NS,FALSE,1.71762281003092e-05
myl4,-0.014617451468959,0.0460229391247027,-0.641819247276544,0.521018902163547,0.827043964564722,-6.27256234596174,NS,FALSE,1.71762281003092e-05
hbq1,-0.0198796698601663,0.0251801960322009,-0.641731831292174,0.521075664282592,0.827043964564722,-6.27261714367546,NS,FALSE,1.71762281003092e-05
ido1,-0.017526783601642,-0.00799200989660693,-0.641537437244019,0.521201902247429,0.827043964564722,-6.2727389750674,NS,FALSE,1.71762281003092e-05
lgals7_lgals7b,0.0137650002872853,-0.0251960444824238,0.641125675195757,0.521469349277561,0.827043964564722,-6.27299691429917,NS,FALSE,1.71762281003092e-05
myo6,0.0101708887771297,0.00786854571041879,0.640797394046678,0.521682624524012,0.827043964564722,-6.27320244013907,NS,FALSE,1.71762281003092e-05
nt5c,0.0138583966577236,-0.0346088756254661,0.640495011621711,0.521879113785047,0.827043964564722,-6.27339165853358,NS,FALSE,1.71762281003092e-05
rilp,-0.0143898911455527,-0.027547942970503,-0.64015242966915,0.522101770842532,0.827043964564722,-6.27360592423588,NS,FALSE,1.71762281003092e-05
grik2,-0.012500037921157,0.0727855665913482,-0.639724798833492,0.522379772939638,0.827043964564722,-6.273873222391,NS,FALSE,1.71762281003092e-05
fga,0.00890025457629928,0.00193689937714044,0.639248312202789,0.522689625710586,0.827043964564722,-6.27417084835706,NS,FALSE,1.71762281003092e-05
cend1,0.0159636852413157,0.0628187527092981,0.639136660627811,0.522762244863994,0.827043964564722,-6.27424055677447,NS,FALSE,1.71762281003092e-05
qpct,0.00837496542498165,-0.0279677753217112,0.637622430448135,0.523747624888374,0.827837254505066,-6.27518474735163,NS,FALSE,1.71762281003092e-05
serpina12,-0.0388186916823172,0.270822626992887,-0.637492169015283,0.52383243655044,0.827837254505066,-6.27526586660858,NS,FALSE,1.71762281003092e-05
dbnl,0.00885357579228555,-0.0792038796949834,0.636517286477832,0.524467394486885,0.828390984998004,-6.27587244075818,NS,FALSE,1.71762281003092e-05
cep164,0.0199802183510548,0.0940662291218005,0.635352970224465,0.525226250374559,0.828529726590099,-6.27659566478038,NS,FALSE,1.71762281003092e-05
cdc42bpb,0.0153715536797888,0.0155385902366265,0.632537936986928,0.527063298449615,0.828529726590099,-6.27833877441242,NS,FALSE,1.71762281003092e-05
itih4,0.00760878080775686,0.0325731944754621,0.632249938381499,0.527251426759045,0.828529726590099,-6.27851667096609,NS,FALSE,1.71762281003092e-05
rnf41,-0.0129352129172988,0.00293299681427658,-0.632240818695481,0.527257384538962,0.828529726590099,-6.2785223028672,NS,FALSE,1.71762281003092e-05
vta1,0.0136054202039865,-0.00973951214052814,0.632174374040057,0.527300793060923,0.828529726590099,-6.27856333359597,NS,FALSE,1.71762281003092e-05
sugt1,0.0122202665725627,-0.0507157899077849,0.632128179472144,0.527330973205695,0.828529726590099,-6.27859185700412,NS,FALSE,1.71762281003092e-05
il7,0.0146261778334983,-0.0130014727813147,0.632113392765306,0.527340633942353,0.828529726590099,-6.27860098679875,NS,FALSE,1.71762281003092e-05
wdr46,-0.00897196161548408,0.00581580390362567,-0.631986964582347,0.527423238129516,0.828529726590099,-6.27867903896191,NS,FALSE,1.71762281003092e-05
vegfb,-0.00812269035983475,-0.0138979549287139,-0.631575476927289,0.527692136886954,0.828529726590099,-6.27893296839442,NS,FALSE,1.71762281003092e-05
scamp3,-0.0136236960424245,-0.00701520559020213,-0.631384978444521,0.527816647417426,0.828529726590099,-6.27905046919608,NS,FALSE,1.71762281003092e-05
omp,0.0145556737875331,0.0688955423987764,0.631350314585372,0.527839305457997,0.828529726590099,-6.27907184629644,NS,FALSE,1.71762281003092e-05
angptl7,-0.0124898312350872,-0.0464832754223418,-0.630584399666881,0.528340072454119,0.828529726590099,-6.27954388436795,NS,FALSE,1.71762281003092e-05
lmnb1,0.016395701998321,-0.0449451264406391,0.630553913443856,0.528360009825268,0.828529726590099,-6.27956266135838,NS,FALSE,1.71762281003092e-05
bmp10,-0.00824224903660037,0.0159924121801623,-0.629737302107765,0.528894199676559,0.828529726590099,-6.2800652885888,NS,FALSE,1.71762281003092e-05
anxa10,0.0266776034440315,0.0912429589226049,0.629153182629437,0.52927647257071,0.828529726590099,-6.28042441671188,NS,FALSE,1.71762281003092e-05
mzb1,-0.0169357643922766,0.00104155778421914,-0.629092519858671,0.529316180951719,0.828529726590099,-6.28046169427452,NS,FALSE,1.71762281003092e-05
ddx39a,0.00605383605565089,-0.00120997395284332,0.628973979047624,0.529393779270898,0.828529726590099,-6.28053452779646,NS,FALSE,1.71762281003092e-05
itih1,0.00534759030047678,-0.0228467008557397,0.627345976139184,0.530460075798884,0.829501427712737,-6.28153341246659,NS,FALSE,1.71762281003092e-05
ids,0.00287747098298944,-0.00236371022023118,0.627156022049891,0.530584561456927,0.829501427712737,-6.28164979291234,NS,FALSE,1.71762281003092e-05
cd177,-0.0428983360279837,-0.205904341359534,-0.62515397695975,0.531897495229626,0.830367447677134,-6.28287425637901,NS,FALSE,1.71762281003092e-05
acyp1,-0.0134308797063352,-0.0194037704248677,-0.6250814405157,0.531945095250872,0.830367447677134,-6.28291854664594,NS,FALSE,1.71762281003092e-05
il5,-0.0462005809135029,0.338605630394645,-0.625006523569453,0.53199425967635,0.830367447677134,-6.28296428503754,NS,FALSE,1.71762281003092e-05
morn4,-0.0214385225065512,0.0999629399511185,-0.624500056780519,0.53232669010656,0.830441047642119,-6.28327335001827,NS,FALSE,1.71762281003092e-05
spring1,-0.0155553835599111,0.0829746461869319,-0.623527530936831,0.532965323307828,0.830656099558675,-6.2838661193073,NS,FALSE,1.71762281003092e-05
ampd3,0.0193283522759642,0.000992637874333635,0.623156303995413,0.53320920086924,0.830656099558675,-6.28409214418627,NS,FALSE,1.71762281003092e-05
ppib,0.012073512494127,-0.108781792208869,0.622986771043307,0.533320594323313,0.830656099558675,-6.28419532109036,NS,FALSE,1.71762281003092e-05
enoph1,-0.0175016920921905,0.0713489539060811,-0.620952160238638,0.534658374743416,0.831705641248976,-6.28543138516126,NS,FALSE,1.71762281003092e-05
adam15,-0.009567599763033,0.000657692906256205,-0.620793241107196,0.534762937192522,0.831705641248976,-6.28552776128157,NS,FALSE,1.71762281003092e-05
ssc4d,-0.0370956146431594,-0.0219040409236931,-0.620496081126408,0.534958484288153,0.831705641248976,-6.28570790704651,NS,FALSE,1.71762281003092e-05
rnase4,-0.00787077524634694,-0.016036249481438,-0.61999611769648,0.535287568231669,0.831705641248976,-6.28601080269658,NS,FALSE,1.71762281003092e-05
kcnc4,0.0154062549936325,0.10499435920983,0.619373946966353,0.535697233468603,0.831705641248976,-6.28638739496374,NS,FALSE,1.71762281003092e-05
arnt,0.0120004560831277,0.0335950803245732,0.619356508918715,0.535708717740237,0.831705641248976,-6.28639794455247,NS,FALSE,1.71762281003092e-05
stk11,-0.0115288479800507,-0.0406405752654012,-0.618036782489834,0.536578217077129,0.832301560792384,-6.28719548477509,NS,FALSE,1.71762281003092e-05
cd27,0.0118772959976526,-0.0106877681804315,0.617171056553406,0.537148984488256,0.832301560792384,-6.28771773845413,NS,FALSE,1.71762281003092e-05
blnk,-0.00958513292342408,0.00745036069063066,-0.617160158417251,0.537156171502649,0.832301560792384,-6.28772430814625,NS,FALSE,1.71762281003092e-05
pdcd5,-0.0126149066010927,-0.0268788116942677,-0.617038782565249,0.537236218732013,0.832301560792384,-6.2877974689652,NS,FALSE,1.71762281003092e-05
