protein,metric,metric_type,int_beta,int_se,int_pval,fdr,main_beta_hc,n_total,n_ms
CD8A,icvf_uncinate_fasciculus_left,icvf,0.00245691153865383,0.00294052522177271,0.40345448040604,0.847583667894695,-0.000632122504375079,5274,124
CD34,fa_medial_lemniscus_right,fa,-0.00194880294106538,0.00233271240235824,0.403517494455402,0.847583667894695,-0.000187585603053631,5226,124
CLEC4M,icvf_superior_longitudinal_fasciculus_right,icvf,-0.00293096925670939,0.00350874078247775,0.403582142668918,0.847583667894695,0.000716284332533388,3824,115
CA6,fa_medial_lemniscus_right,fa,0.00218280477975663,0.00261318184402355,0.403584114788227,0.847583667894695,0.000343946952352027,5215,121
EPHA1,icvf_medial_lemniscus_right,icvf,-0.00188497619551267,0.00225683015215988,0.403625550371595,0.847583667894695,0.00154422718230183,5214,120
BAG3,md_uncinate_fasciculus_right,md,-2.23486212147508e-06,2.67598675201166e-06,0.403669376735112,0.847583667894695,-1.39076182296026e-06,5175,119
MXRA8,md_inferior_fronto_occipital_fasciculus_left,md,3.11947539430752e-06,3.73509998164308e-06,0.403670674253416,0.847583667894695,2.29399333719076e-08,3736,110
PRR4,fa_superior_longitudinal_fasciculus_left,fa,-0.00184690950520551,0.00221152873734082,0.403699522062409,0.847583667894695,-0.000381033102336015,3710,110
PDIA3,fa_inferior_fronto_occipital_fasciculus_right,fa,-0.00196229326830754,0.00234979038587043,0.403718888029748,0.847583667894695,-0.00039906787552902,3736,110
ITGB1,md_acoustic_radiation_right,md,-3.661644407639e-06,4.38491704691964e-06,0.403725507082332,0.847583667894695,9.29798206981795e-09,5195,118
EPHA1,md_uncinate_fasciculus_left,md,3.00706765431963e-06,3.60151007723769e-06,0.403786221081364,0.847583667894695,1.21773090948198e-07,5214,120
CLEC10A,md_anterior_thalamic_radiation_left,md,-2.90510174224696e-06,3.48026076620894e-06,0.403904440432666,0.847583667894695,6.24066615510107e-08,5182,119
MEPE,fa_forceps_major,fa,-0.00242922156318051,0.00291022460537888,0.403913992430424,0.847583667894695,-9.41775482215999e-05,5199,118
EPHA1,icvf_superior_thalamic_radiation_left,icvf,-0.00238099303301813,0.00285260536393936,0.403940062123803,0.847583667894695,0.000290329068996836,5214,120
JCHAIN,icvf_medial_lemniscus_left,icvf,-0.00202847190145737,0.00243032902936889,0.4039544105861,0.847583667894695,4.84948843691515e-05,5106,120
TREM2,icvf_inferior_longitudinal_fasciculus_left,icvf,0.00267790378662445,0.00320868106330467,0.403992135510332,0.847583667894695,-0.000440666563387194,5199,118
IGDCC4,icvf_acoustic_radiation_left,icvf,-0.0028867782432167,0.0034590991601382,0.404025379419094,0.847583667894695,0.00158997170447592,3829,115
PLA2G15,fa_medial_lemniscus_left,fa,-0.00209042706303186,0.00250503909379935,0.404043558804173,0.847583667894695,0.000481425180500984,5257,123
LTO1,fa_acoustic_radiation_right,fa,0.00148850331184811,0.00178372699186261,0.404043698202614,0.847583667894695,-0.000155845484624021,5106,120
FGFBP2,md_posterior_thalamic_radiation_right,md,3.99298980141823e-06,4.78565963144918e-06,0.404127124208561,0.847583667894695,-2.87646778736613e-07,3829,115
ITGB5,fa_inferior_fronto_occipital_fasciculus_right,fa,0.00174649777953581,0.00209340036576377,0.404156939584182,0.847583667894695,0.000332527189900537,5257,123
FCRL6,fa_forceps_minor,fa,0.00159267524506247,0.00190926984509524,0.40421778900377,0.847583667894695,-0.000477286823852989,5197,123
CA6,fa_forceps_major,fa,-0.00261817881427105,0.00313910530142864,0.404289611451106,0.847583667894695,0.000550861781845539,5215,121
CR1,icvf_medial_lemniscus_right,icvf,0.00190614360874378,0.0022860919652592,0.404445988782129,0.847583667894695,0.00101226399814186,3812,115
IGFBP2,icvf_corticospinal_tract_left,icvf,0.00214334159921701,0.00257140498036955,0.40458412617147,0.847583667894695,-0.000780177050849904,5260,123
DPP6,md_acoustic_radiation_right,md,3.21716063655524e-06,3.85997593185844e-06,0.404620008071413,0.847583667894695,-1.39451223897833e-07,5200,121
ITGB6,fa_superior_longitudinal_fasciculus_right,fa,-0.00170985031351198,0.00205177026395573,0.404684312252492,0.847583667894695,-2.73907853233922e-05,5106,120
PLAUR,icvf_middle_cerebellar_peduncle,icvf,0.00269413539411514,0.00323402872256384,0.404850208251589,0.847583667894695,0.000349427619272336,5171,116
SMOC2,fa_parahippocampal_cingulum_right,fa,-0.00305619058457148,0.00366903219193062,0.404900280210307,0.847583667894695,0.000274272823522555,5221,120
RAB6A,fa_superior_longitudinal_fasciculus_right,fa,0.00130153144448113,0.00156275572470819,0.404971133922819,0.847583667894695,-1.73299965680297e-05,5197,123
RET,md_cingulate_gyrus_cingulum_left,md,2.73115057120823e-06,3.27959132334882e-06,0.405011834262542,0.847583667894695,7.12078589985031e-07,5200,121
NEFL,icvf_posterior_thalamic_radiation_left,icvf,-0.00227584050056135,0.0027334697003579,0.405119030170676,0.847583667894695,-0.00069916105852047,5091,121
COL15A1,md_anterior_thalamic_radiation_right,md,-3.46501497517606e-06,4.16180107497707e-06,0.405136002628497,0.847583667894695,-7.1967430041381e-08,3829,115
GRP,icvf_superior_thalamic_radiation_right,icvf,0.00244591362274149,0.00293781872296501,0.405145643497082,0.847583667894695,-0.000720787937219975,3733,110
MMP1,fa_superior_thalamic_radiation_right,fa,-0.00169030022094617,0.00203036381975168,0.405159991947175,0.847583667894695,0.000306296322162292,5049,119
TPP1,icvf_uncinate_fasciculus_right,icvf,-0.00282566145788385,0.00339489601756054,0.405263264567592,0.847583667894695,-0.000396195522966419,5167,118
OBP2B,icvf_inferior_fronto_occipital_fasciculus_left,icvf,-0.00251331605614982,0.00302046898963177,0.405394056058883,0.847583667894695,-0.000701730971568804,5163,119
PLA2G15,md_inferior_fronto_occipital_fasciculus_right,md,-2.88139580966548e-06,3.46284406231302e-06,0.405396328149462,0.847583667894695,1.30623019604777e-06,5257,123
GPC1,icvf_corticospinal_tract_left,icvf,-0.0024570578214057,0.00295306555030756,0.405426289264616,0.847583667894695,0.000988417691077092,5255,124
MEPE,fa_inferior_fronto_occipital_fasciculus_right,fa,0.00171744928934481,0.00206440519982536,0.405484339611551,0.847583667894695,0.000404844156779133,5199,118
ST6GAL1,md_superior_longitudinal_fasciculus_left,md,2.58466738340383e-06,3.10711527516205e-06,0.405528911987264,0.847583667894695,9.03937581141266e-07,5267,123
PPP3R1,icvf_medial_lemniscus_right,icvf,-0.0016880940119361,0.0020293786117585,0.40554439380721,0.847583667894695,7.25885068024662e-05,5182,119
LTBP2,md_parahippocampal_cingulum_left,md,-5.97207915540676e-06,7.17966952191117e-06,0.405557233759213,0.847583667894695,3.14793123436619e-06,5267,123
IGFBP2,fa_forceps_major,fa,0.00221536790266881,0.00266370662660278,0.40562391836087,0.847583667894695,-0.000700034176833997,5260,123
ITGA2,icvf_cingulate_gyrus_cingulum_left,icvf,0.00343015261905738,0.00412479041093783,0.405691154587017,0.847583667894695,-0.000801372567070217,3736,110
MSTN,md_acoustic_radiation_left,md,-3.33568338107276e-06,4.01263490298013e-06,0.405845893664693,0.847583667894695,-2.81489010619594e-06,5108,118
AMN,icvf_forceps_major,icvf,-0.00232066958608475,0.00279167675983938,0.405853470634939,0.847583667894695,0.000173549326861301,5106,120
ADA,md_uncinate_fasciculus_left,md,3.02095064868619e-06,3.63421425724397e-06,0.405868620005841,0.847583667894695,-6.89866599005006e-07,5261,125
PSAP,fa_posterior_thalamic_radiation_right,fa,0.00218427652998123,0.00262809787895059,0.405955727023394,0.847583667894695,-0.000965009272783793,3791,114
LAMP3,fa_inferior_fronto_occipital_fasciculus_left,fa,-0.00176616200603563,0.00212534281451005,0.406010861582192,0.847583667894695,-0.00137210733346526,5255,125
ADGRG2,icvf_superior_longitudinal_fasciculus_left,icvf,0.00298687541656079,0.00359441003416679,0.406024204803357,0.847583667894695,0.00112113955733299,5212,122
RTBDN,fa_uncinate_fasciculus_left,fa,0.00204327318196738,0.00245910817722984,0.406068270923234,0.847583667894695,0.00020260611426348,5200,121
PTPRN2,md_superior_longitudinal_fasciculus_left,md,2.96476979961007e-06,3.56837518354575e-06,0.406099144953722,0.847583667894695,-3.40723747842361e-07,5166,119
RNASET2,md_cingulate_gyrus_cingulum_right,md,-2.37538164920267e-06,2.85899902827896e-06,0.406099817758152,0.847583667894695,2.76880168977372e-07,5233,122
FGFBP2,fa_inferior_fronto_occipital_fasciculus_right,fa,-0.00177021717106931,0.00213242600509538,0.406510130899851,0.848221353848145,0.000253920923744445,3829,115
SSBP1,md_medial_lemniscus_right,md,2.53685578772671e-06,3.05633186370861e-06,0.406573671058781,0.848221353848145,-5.28378135578768e-07,3713,110
MIA,fa_anterior_thalamic_radiation_left,fa,0.00161455820157241,0.00194615706414021,0.406795045555263,0.848221353848145,0.000301795385987285,5257,123
IL15,fa_posterior_thalamic_radiation_left,fa,-0.00173791103772339,0.00209486520928751,0.406800192362599,0.848221353848145,-0.000652628323449582,5197,123
NPTXR,md_inferior_fronto_occipital_fasciculus_left,md,-3.49723378568103e-06,4.21610895812037e-06,0.406863404968971,0.848221353848145,-1.24110431834795e-06,5212,122
CHRDL2,md_anterior_thalamic_radiation_right,md,2.94509437637895e-06,3.55079029347428e-06,0.406905152230006,0.848221353848145,8.28355738053158e-07,5212,122
MUC13,md_parahippocampal_cingulum_left,md,5.29530103697675e-06,6.38589199332584e-06,0.407019497752863,0.848221353848145,-1.51335483854448e-06,5103,121
CHRDL2,md_superior_thalamic_radiation_right,md,2.43223713130389e-06,2.93318454653859e-06,0.407021449671999,0.848221353848145,6.36251616785921e-07,5212,122
CLEC10A,icvf_cingulate_gyrus_cingulum_right,icvf,0.00261505506191244,0.00315392718627198,0.407062013127794,0.848221353848145,0.000176915191433043,5182,119
SNX18,md_inferior_longitudinal_fasciculus_right,md,-1.63801855735632e-06,1.97561065819693e-06,0.40708845822544,0.848221353848145,-2.55855002959061e-07,3810,116
GLB1,icvf_cingulate_gyrus_cingulum_left,icvf,0.00312649762739035,0.00377141684799337,0.407143675038718,0.848221353848145,-0.000854274155376914,5182,119
JCHAIN,icvf_inferior_longitudinal_fasciculus_right,icvf,0.00278813260244369,0.00336328239040751,0.407147997996065,0.848221353848145,-0.000509703475820587,5106,120
CX3CL1,icvf_inferior_fronto_occipital_fasciculus_right,icvf,0.00237609941922185,0.00286659405590383,0.40720324252998,0.848221353848145,-8.73665729028215e-06,5182,119
AMY2B,md_parahippocampal_cingulum_right,md,5.57051295055927e-06,6.72172534615528e-06,0.407296171483043,0.848221353848145,1.26188588409243e-06,4897,113
DUSP13,fa_superior_longitudinal_fasciculus_left,fa,0.00219810295135972,0.00265239861419423,0.407313315495909,0.848221353848145,0.00020542389017199,3811,116
CNTN5,icvf_superior_thalamic_radiation_left,icvf,0.00268663840296106,0.00324379050962907,0.407572472590452,0.848527484066355,0.000815593297782856,5192,123
ARHGAP1,md_corticospinal_tract_left,md,2.4928362678118e-06,3.01010629271959e-06,0.407621143298255,0.848527484066355,1.23369764518238e-06,5108,117
ELOB,fa_anterior_thalamic_radiation_left,fa,0.000862514009705873,0.00104154937271074,0.407663315287221,0.848527484066355,-5.05262451338495e-05,3718,111
SEZ6L2,md_acoustic_radiation_right,md,3.03050026700401e-06,3.65997754413691e-06,0.407702529809375,0.848527484066355,-2.7953435476573e-07,5200,121
IL2RA,fa_inferior_longitudinal_fasciculus_right,fa,0.00149026619257119,0.00180007326267741,0.407769891154316,0.848541652026349,-0.000307327305874986,5177,119
ADGRE5,fa_posterior_thalamic_radiation_right,fa,0.00169493984236758,0.00204885747327366,0.408126818030923,0.849158292660331,-0.000698185078613703,5247,121
MYOC,fa_superior_longitudinal_fasciculus_right,fa,0.00164882630882688,0.00199352419797029,0.408223231973929,0.849191584387848,-7.09026616118551e-05,5219,121
SCN4B,icvf_cingulate_gyrus_cingulum_left,icvf,0.00325473497334662,0.00393537427458202,0.408264019412041,0.849191584387848,-0.000704006086361526,3733,110
FAP,fa_superior_longitudinal_fasciculus_left,fa,0.00145474040139338,0.00176034480550188,0.408617452248116,0.849357249228074,0.0010066112865744,5267,123
KLK6,icvf_forceps_major,icvf,-0.00305246337443892,0.00369371278813691,0.408618032528698,0.849357249228074,0.00154175901593044,5249,123
WIF1,md_parahippocampal_cingulum_left,md,-5.46212178582537e-06,6.6095968608905e-06,0.408618993984002,0.849357249228074,5.5917903101656e-07,5255,124
JCHAIN,icvf_anterior_thalamic_radiation_right,icvf,-0.00273726513001255,0.00331239122016899,0.408632140708368,0.849357249228074,-0.000832787690071914,5106,120
OMG,md_inferior_fronto_occipital_fasciculus_right,md,2.91364974207108e-06,3.52595097298619e-06,0.40864672620393,0.849357249228074,-1.81446440025768e-06,5200,121
TNR,fa_uncinate_fasciculus_left,fa,0.00180865399841264,0.00218971648872894,0.408855586128826,0.849665331221005,0.00108848996258494,5182,119
NELL2,md_parahippocampal_cingulum_left,md,-5.47226306184937e-06,6.62708131925758e-06,0.408987919373523,0.849814311118205,2.00564015014398e-07,5221,120
FCRL6,fa_uncinate_fasciculus_right,fa,0.0014570279641894,0.00176495879625116,0.409108202615932,0.849935182162869,1.52977186819351e-05,5197,123
IL6,icvf_posterior_thalamic_radiation_left,icvf,0.00248460604317635,0.00301008752092468,0.409167397336096,0.849935182162869,-0.000767333321791123,5200,121
ROBO1,icvf_middle_cerebellar_peduncle,icvf,-0.0030498777691568,0.00369662983989261,0.409385140175176,0.850250648648712,0.00109048340544884,5207,120
IGDCC4,fa_anterior_thalamic_radiation_right,fa,-0.00183565670855149,0.00222517488339725,0.409451782088285,0.850250648648712,0.000520414684983023,3829,115
OMG,icvf_anterior_thalamic_radiation_right,icvf,-0.0027031790698781,0.00327722313750952,0.409501293636635,0.850250648648712,0.00104910064904862,5200,121
JCHAIN,md_cingulate_gyrus_cingulum_right,md,2.77713662800465e-06,3.36780761911801e-06,0.409630125144921,0.850278653526011,1.85621791568882e-07,5106,120
FCRL6,icvf_medial_lemniscus_right,icvf,0.00170835421248433,0.00207173476773119,0.409636137155077,0.850278653526011,-0.000529743545264464,5197,123
CDA,icvf_medial_lemniscus_left,icvf,-0.00183261190627686,0.00222274747336377,0.409718065357296,0.85032275619843,0.000944447928079881,3827,114
CD5L,icvf_posterior_thalamic_radiation_left,icvf,0.00297383597950396,0.00360913881283877,0.410006118516553,0.850628779416549,-0.000864565708451289,3807,112
HLA_A,md_corticospinal_tract_left,md,-2.80659576878692e-06,3.40666305118582e-06,0.410073474665497,0.850628779416549,9.59956323923557e-07,3827,115
AMY2B,fa_posterior_thalamic_radiation_right,fa,-0.00188873773188092,0.00229287567225372,0.410126398583973,0.850628779416549,0.000314866365346251,4897,113
ACHE,icvf_uncinate_fasciculus_left,icvf,-0.00271525168968513,0.0032964208863002,0.410164459346232,0.850628779416549,0.000185597576540807,3736,110
FCRL6,fa_forceps_major,fa,-0.00216429938616972,0.00262765228740361,0.410169033220411,0.850628779416549,-0.000458382753223372,5197,123
NPTXR,fa_posterior_thalamic_radiation_right,fa,-0.00222932698660268,0.00270786632715495,0.410387587221912,0.85086746173764,0.00152560031530375,5212,122
CKB,md_parahippocampal_cingulum_left,md,5.48847320586945e-06,6.66667095602417e-06,0.410405564396254,0.85086746173764,1.89751325632199e-06,3829,115
FAP,fa_anterior_thalamic_radiation_left,fa,0.00135244206705379,0.00164320123126092,0.410515033326135,0.850968515088629,0.00058405105279809,5267,123
MIA,icvf_uncinate_fasciculus_right,icvf,0.00222611367196963,0.00270540631533063,0.410636952648748,0.851095343509378,0.00065109907021862,5257,123
C4BPB,icvf_uncinate_fasciculus_left,icvf,-0.00197817264710584,0.00240522155926953,0.410858608706202,0.851428820437741,-0.000155223732624301,5257,123
ST6GAL1,fa_posterior_thalamic_radiation_right,fa,0.00178571798619052,0.00217221283545866,0.411072484082724,0.851684815074246,-0.000255297374192775,5267,123
